Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2006-04-15 04:00:00.000 +0200,Mostly Cloudy,rain,7.622222222222222,5.644444444444442,0.89,10.867500000000001,327.0,14.9086,0.0,1016.56,Mostly cloudy throughout the day.
2006-04-15 11:00:00.000 +0200,Partly Cloudy,rain,13.81111111111111,13.81111111111111,0.65,9.6761,307.0,11.4471,0.0,1020.91,Mostly cloudy throughout the day.
2006-04-15 16:00:00.000 +0200,Mostly Cloudy,rain,17.77777777777778,17.77777777777778,0.37,2.5921000000000003,351.0,11.2056,0.0,1018.89,Mostly cloudy throughout the day.
2006-04-15 19:00:00.000 +0200,Mostly Cloudy,rain,14.049999999999999,14.049999999999999,0.63,9.160900000000002,160.0,9.982000000000001,0.0,1017.56,Mostly cloudy throughout the day.
2006-04-15 20:00:00.000 +0200,Mostly Cloudy,rain,13.08888888888889,13.08888888888889,0.67,9.2736,138.0,9.982000000000001,0.0,1017.38,Mostly cloudy throughout the day.
2006-04-15 22:00:00.000 +0200,Overcast,rain,12.777777777777779,12.777777777777779,0.66,11.0768,141.0,15.826300000000002,0.0,1017.65,Mostly cloudy throughout the day.
2006-04-16 01:00:00.000 +0200,Overcast,rain,11.71111111111111,11.71111111111111,0.71,11.3183,158.0,15.826300000000002,0.0,1016.64,Mostly cloudy throughout the day.
2006-04-16 03:00:00.000 +0200,Overcast,rain,12.200000000000001,12.200000000000001,0.59,14.168000000000003,141.0,15.826300000000002,0.0,1014.79,Mostly cloudy throughout the day.
2006-04-16 15:00:00.000 +0200,Overcast,rain,17.82222222222222,17.82222222222222,0.56,17.5007,243.0,11.270000000000001,0.0,1010.7,Mostly cloudy throughout the day.
2006-04-17 03:00:00.000 +0200,Mostly Cloudy,rain,10.577777777777776,10.577777777777776,0.93,11.1734,278.0,14.9086,0.0,1012.32,Partly cloudy throughout the day.
2006-04-17 07:00:00.000 +0200,Mostly Cloudy,rain,11.022222222222224,11.022222222222224,0.86,7.889000000000001,307.0,9.982000000000001,0.0,1013.01,Partly cloudy throughout the day.
2006-04-17 11:00:00.000 +0200,Partly Cloudy,rain,17.183333333333334,17.183333333333334,0.57,15.955100000000002,319.0,11.4471,0.0,1013.27,Partly cloudy throughout the day.
2006-04-18 03:00:00.000 +0200,Partly Cloudy,rain,7.733333333333334,7.733333333333334,0.96,3.4293,277.0,4.2987,0.0,1012.54,Partly cloudy until night.
2006-04-18 04:00:00.000 +0200,Partly Cloudy,rain,6.1388888888888875,6.1388888888888875,0.96,3.3488,284.0,4.1216,0.0,1012.44,Partly cloudy until night.
2006-04-18 10:00:00.000 +0200,Partly Cloudy,rain,15.088888888888887,15.088888888888887,0.77,7.3738,332.0,9.9015,0.0,1013.33,Partly cloudy until night.
2006-04-18 14:00:00.000 +0200,Partly Cloudy,rain,19.038888888888884,19.038888888888884,0.47,7.0679,39.0,11.4471,0.0,1012.69,Partly cloudy until night.
2006-04-18 20:00:00.000 +0200,Mostly Cloudy,rain,16.188888888888886,16.188888888888886,0.61,5.0876,25.0,10.3523,0.0,1011.5,Partly cloudy until night.
2006-04-18 22:00:00.000 +0200,Mostly Cloudy,rain,14.327777777777776,14.327777777777776,0.75,10.9319,31.0,15.826300000000002,0.0,1012.15,Partly cloudy until night.
2006-04-19 06:00:00.000 +0200,Overcast,rain,12.266666666666666,12.266666666666666,0.85,15.778000000000002,12.0,11.2056,0.0,1009.8,Mostly cloudy until night.
2006-04-19 07:00:00.000 +0200,Overcast,rain,12.266666666666666,12.266666666666666,0.85,15.584800000000001,2.0,11.270000000000001,0.0,1009.99,Mostly cloudy until night.
2006-04-19 11:00:00.000 +0200,Mostly Cloudy,rain,15.605555555555558,15.605555555555558,0.78,22.3468,18.0,10.3523,0.0,1010.43,Mostly cloudy until night.
2006-04-19 12:00:00.000 +0200,Mostly Cloudy,rain,16.022222222222226,16.022222222222226,0.78,18.064200000000003,20.0,11.2056,0.0,1010.29,Mostly cloudy until night.
2006-04-19 16:00:00.000 +0200,Mostly Cloudy,rain,17.82777777777778,17.82777777777778,0.69,14.6188,19.0,11.2056,0.0,1009.47,Mostly cloudy until night.
2006-04-02 00:00:00.000 +0200,Mostly Cloudy,rain,9.555555555555557,8.850000000000001,0.8,6.488300000000001,146.0,15.826300000000002,0.0,1015.68,Partly cloudy throughout the day.
2006-04-02 16:00:00.000 +0200,Partly Cloudy,rain,17.72222222222222,17.72222222222222,0.53,8.6779,113.0,11.270000000000001,0.0,1013.45,Partly cloudy throughout the day.
2006-04-02 17:00:00.000 +0200,Partly Cloudy,rain,16.238888888888887,16.238888888888887,0.61,2.8336,261.0,11.398800000000001,0.0,1013.43,Partly cloudy throughout the day.
2006-04-20 06:00:00.000 +0200,Foggy,rain,10.116666666666667,10.116666666666667,0.99,2.254,127.0,0.5152,0.0,1012.85,Foggy starting overnight continuing until morning.
2006-04-20 13:00:00.000 +0200,Partly Cloudy,rain,15.072222222222223,15.072222222222223,0.82,7.5992,162.0,8.1949,0.0,1014.73,Foggy starting overnight continuing until morning.
2006-04-20 15:00:00.000 +0200,Mostly Cloudy,rain,16.016666666666666,16.016666666666666,0.81,6.6654,115.0,7.2772,0.0,1014.76,Foggy starting overnight continuing until morning.
2006-04-20 22:00:00.000 +0200,Mostly Cloudy,rain,12.222222222222221,12.222222222222221,0.96,6.1985,349.0,6.1985,0.0,1016.35,Foggy starting overnight continuing until morning.
2006-04-21 00:00:00.000 +0200,Mostly Cloudy,rain,11.527777777777779,11.527777777777779,0.96,3.1556,358.0,4.508,0.0,1016.43,Foggy in the morning.
2006-04-21 01:00:00.000 +0200,Foggy,rain,11.538888888888891,11.538888888888891,0.96,5.9892,301.0,3.1234,0.0,1016.56,Foggy in the morning.
2006-04-21 02:00:00.000 +0200,Foggy,rain,9.43888888888889,8.850000000000001,0.96,5.9731000000000005,326.0,1.8032000000000004,0.0,1017.23,Foggy in the morning.
2006-04-21 06:00:00.000 +0200,Foggy,rain,11.949999999999998,11.949999999999998,0.93,4.83,340.0,0.6440000000000001,0.0,1016.17,Foggy in the morning.
2006-04-21 09:00:00.000 +0200,Overcast,rain,12.755555555555556,12.755555555555556,0.96,7.969500000000001,1.0,4.025,0.0,1017.06,Foggy in the morning.
2006-04-22 02:00:00.000 +0200,Clear,rain,9.86111111111111,9.86111111111111,0.96,3.2361,319.0,4.459700000000001,0.0,1016.16,Foggy starting overnight continuing until morning.
2006-04-22 07:00:00.000 +0200,Foggy,rain,8.850000000000001,8.850000000000001,0.99,3.4776000000000002,295.0,1.7549000000000001,0.0,1017.36,Foggy starting overnight continuing until morning.
2006-04-22 09:00:00.000 +0200,Mostly Cloudy,rain,12.388888888888888,12.388888888888888,0.98,3.4293,349.0,6.295100000000001,0.0,1017.72,Foggy starting overnight continuing until morning.
2006-04-22 10:00:00.000 +0200,Mostly Cloudy,rain,14.144444444444446,14.144444444444446,0.88,4.8783,339.0,9.982000000000001,0.0,1017.82,Foggy starting overnight continuing until morning.
2006-04-22 15:00:00.000 +0200,Partly Cloudy,rain,20.07222222222222,20.07222222222222,0.62,9.064300000000001,352.0,11.270000000000001,0.0,1015.9,Foggy starting overnight continuing until morning.
2006-04-22 19:00:00.000 +0200,Partly Cloudy,rain,17.45,17.45,0.62,7.567000000000001,24.0,11.2056,0.0,1014.78,Foggy starting overnight continuing until morning.
2006-04-23 12:00:00.000 +0200,Partly Cloudy,rain,20.738888888888887,20.738888888888887,0.46,6.5044,179.0,15.874600000000001,0.0,1016.58,Foggy in the morning.
2006-04-23 14:00:00.000 +0200,Partly Cloudy,rain,22.11111111111111,22.11111111111111,0.5,6.4561,145.0,11.4471,0.0,1015.96,Foggy in the morning.
2006-04-23 22:00:00.000 +0200,Partly Cloudy,rain,13.28888888888889,13.28888888888889,0.89,2.8819000000000004,329.0,15.826300000000002,0.0,1016.52,Foggy in the morning.
2006-04-24 14:00:00.000 +0200,Partly Cloudy,rain,23.916666666666668,23.916666666666668,0.37,6.295100000000001,154.0,10.3523,0.0,1019.25,Partly cloudy until evening.
2006-04-24 23:00:00.000 +0200,Clear,rain,13.083333333333332,13.083333333333332,0.87,3.4132000000000002,185.0,14.9569,0.0,1020.02,Partly cloudy until evening.
2006-04-25 06:00:00.000 +0200,Clear,rain,9.911111111111113,8.68888888888889,0.99,9.1448,141.0,6.118,0.0,1020.6,Partly cloudy starting in the morning.
2006-04-25 10:00:00.000 +0200,Partly Cloudy,rain,19.099999999999998,19.099999999999998,0.67,12.6224,150.0,9.982000000000001,0.0,1020.66,Partly cloudy starting in the morning.
2006-04-25 17:00:00.000 +0200,Mostly Cloudy,rain,23.111111111111107,23.111111111111107,0.42,10.706500000000002,145.0,10.3523,0.0,1017.97,Partly cloudy starting in the morning.
2006-04-25 18:00:00.000 +0200,Mostly Cloudy,rain,22.82222222222222,22.82222222222222,0.44,12.4936,178.0,9.982000000000001,0.0,1017.68,Partly cloudy starting in the morning.
2006-04-26 08:00:00.000 +0200,Mostly Cloudy,rain,16.73888888888889,16.73888888888889,0.74,7.245,147.0,10.3523,0.0,1017.7,Mostly cloudy starting overnight continuing until night.
2006-04-26 09:00:00.000 +0200,Mostly Cloudy,rain,18.83888888888889,18.83888888888889,0.65,3.4132000000000002,94.0,9.982000000000001,0.0,1017.78,Mostly cloudy starting overnight continuing until night.
2006-04-26 16:00:00.000 +0200,Mostly Cloudy,rain,25.04444444444444,25.04444444444444,0.32,3.5903,185.0,11.2056,0.0,1013.97,Mostly cloudy starting overnight continuing until night.
2006-04-26 18:00:00.000 +0200,Mostly Cloudy,rain,22.38333333333334,22.38333333333334,0.45,9.4829,102.0,9.982000000000001,0.0,1013.18,Mostly cloudy starting overnight continuing until night.
2006-04-26 21:00:00.000 +0200,Mostly Cloudy,rain,17.200000000000003,17.200000000000003,0.67,14.49,30.0,9.982000000000001,0.0,1014.13,Mostly cloudy starting overnight continuing until night.
2006-04-27 00:00:00.000 +0200,Mostly Cloudy,rain,15.444444444444445,15.444444444444445,0.72,13.846,31.0,15.826300000000002,0.0,1013.92,Mostly cloudy throughout the day.
2006-04-27 19:00:00.000 +0200,Mostly Cloudy,rain,17.944444444444443,17.944444444444443,0.77,10.577700000000002,142.0,9.982000000000001,0.0,1011.28,Mostly cloudy throughout the day.
2006-04-27 23:00:00.000 +0200,Mostly Cloudy,rain,14.138888888888891,14.138888888888891,0.86,3.6708,142.0,11.688600000000001,0.0,1012.79,Mostly cloudy throughout the day.
2006-04-28 06:00:00.000 +0200,Overcast,rain,13.866666666666667,13.866666666666667,0.9,7.9373000000000005,106.0,9.9015,0.0,1011.51,Mostly cloudy throughout the day.
2006-04-28 07:00:00.000 +0200,Mostly Cloudy,rain,14.905555555555553,14.905555555555553,0.84,11.270000000000001,108.0,9.7566,0.0,1011.6,Mostly cloudy throughout the day.
2006-04-28 19:00:00.000 +0200,Mostly Cloudy,rain,17.849999999999998,17.849999999999998,0.59,14.0553,121.0,11.2056,0.0,1008.46,Mostly cloudy throughout the day.
2006-04-28 20:00:00.000 +0200,Mostly Cloudy,rain,16.261111111111113,16.261111111111113,0.66,11.286100000000001,122.0,9.9015,0.0,1008.94,Mostly cloudy throughout the day.
2006-04-29 02:00:00.000 +0200,Mostly Cloudy,rain,10.82777777777778,10.82777777777778,0.62,13.1859,142.0,14.9569,0.0,1011.18,Mostly cloudy until night.
2006-04-29 09:00:00.000 +0200,Clear,rain,15.050000000000002,15.050000000000002,0.6,26.4845,149.0,11.2056,0.0,1009.25,Mostly cloudy until night.
2006-04-03 05:00:00.000 +0200,Partly Cloudy,rain,6.216666666666665,4.194444444444443,0.95,9.6761,302.0,9.6922,0.0,1014.42,Partly cloudy until night.
2006-04-03 08:00:00.000 +0200,Clear,rain,10.405555555555553,10.405555555555553,1.0,0.7245,18.0,5.3935,0.0,1014.91,Partly cloudy until night.
2006-04-03 19:00:00.000 +0200,Mostly Cloudy,rain,13.005555555555553,13.005555555555553,0.7,3.7191000000000005,62.0,15.826300000000002,0.0,1012.52,Partly cloudy until night.
2006-04-03 21:00:00.000 +0200,Partly Cloudy,rain,12.194444444444446,12.194444444444446,0.72,9.708300000000001,339.0,9.982000000000001,0.0,1013.35,Partly cloudy until night.
2006-04-30 00:00:00.000 +0200,Mostly Cloudy,rain,11.600000000000001,11.600000000000001,0.57,16.985500000000002,150.0,15.826300000000002,0.0,1011.68,Mostly cloudy throughout the day.
2006-04-30 05:00:00.000 +0200,Mostly Cloudy,rain,9.483333333333333,7.5,0.72,13.379100000000001,119.0,14.9569,0.0,1011.65,Mostly cloudy throughout the day.
2006-04-30 11:00:00.000 +0200,Mostly Cloudy,rain,16.038888888888888,16.038888888888888,0.47,24.520300000000002,132.0,11.4471,0.0,1013.41,Mostly cloudy throughout the day.
2006-04-30 15:00:00.000 +0200,Partly Cloudy,rain,17.77777777777778,17.77777777777778,0.43,15.826300000000002,158.0,11.2056,0.0,1012.98,Mostly cloudy throughout the day.
2006-04-30 18:00:00.000 +0200,Mostly Cloudy,rain,17.200000000000003,17.200000000000003,0.38,15.3111,158.0,11.2056,0.0,1012.88,Mostly cloudy throughout the day.
2006-04-30 20:00:00.000 +0200,Mostly Cloudy,rain,13.927777777777777,13.927777777777777,0.47,13.3469,166.0,10.3523,0.0,1013.73,Mostly cloudy throughout the day.
2006-04-04 13:00:00.000 +0200,Overcast,rain,10.227777777777776,10.227777777777776,0.81,11.3183,291.0,11.270000000000001,0.0,1015.69,Mostly cloudy until evening.
2006-04-04 21:00:00.000 +0200,Clear,rain,7.827777777777779,6.622222222222224,0.87,7.3738,152.0,9.982000000000001,0.0,1015.81,Mostly cloudy until evening.
2006-04-05 07:00:00.000 +0200,Foggy,rain,3.816666666666665,2.6444444444444435,1.0,5.2808,169.0,2.737,0.0,1014.35,Foggy in the morning.
2006-04-05 15:00:00.000 +0200,Mostly Cloudy,rain,15.02222222222222,15.02222222222222,0.51,26.7743,160.0,11.2056,0.0,1008.85,Foggy in the morning.
2006-04-05 23:00:00.000 +0200,Overcast,rain,12.650000000000002,12.650000000000002,0.74,18.128600000000002,229.0,14.876400000000002,0.0,1005.64,Foggy in the morning.
2006-04-06 13:00:00.000 +0200,Overcast,rain,6.038888888888888,2.7111111111111126,0.93,17.4524,324.0,10.980200000000002,0.0,1011.06,Overcast throughout the day.
2006-04-06 15:00:00.000 +0200,Overcast,rain,7.061111111111112,4.1499999999999995,0.86,16.1161,10.0,7.969500000000001,0.0,1011.14,Overcast throughout the day.
2006-04-06 18:00:00.000 +0200,Overcast,rain,5.044444444444443,1.0555555555555547,0.93,20.6885,11.0,8.1949,0.0,1011.93,Overcast throughout the day.
2006-04-07 15:00:00.000 +0200,Partly Cloudy,rain,11.06111111111111,11.06111111111111,0.46,14.2646,337.0,11.2056,0.0,1015.24,Mostly cloudy until evening.
2006-04-08 01:00:00.000 +0200,Clear,rain,2.688888888888891,-0.1555555555555562,0.85,10.2879,269.0,6.118,0.0,1017.42,Partly cloudy starting in the morning continuing until evening.
2006-04-08 05:00:00.000 +0200,Partly Cloudy,rain,2.155555555555557,2.155555555555557,0.9,3.2361,271.0,13.652800000000001,0.0,1017.7,Partly cloudy starting in the morning continuing until evening.
2006-04-08 06:00:00.000 +0200,Clear,rain,0.9555555555555549,0.9555555555555549,0.92,1.5939,165.0,6.118,0.0,1017.84,Partly cloudy starting in the morning continuing until evening.
2006-04-08 07:00:00.000 +0200,Clear,rain,0.9555555555555549,0.9555555555555549,0.92,4.5724,341.0,4.588500000000001,0.0,1018.13,Partly cloudy starting in the morning continuing until evening.
2006-04-08 08:00:00.000 +0200,Clear,rain,5.594444444444445,5.594444444444445,0.82,0.22540000000000004,236.0,5.8765,0.0,1018.47,Partly cloudy starting in the morning continuing until evening.
2006-04-08 18:00:00.000 +0200,Clear,rain,12.383333333333333,12.383333333333333,0.49,12.445300000000001,187.0,9.982000000000001,0.0,1017.24,Partly cloudy starting in the morning continuing until evening.
2006-04-09 01:00:00.000 +0200,Clear,rain,5.46111111111111,4.077777777777779,0.76,6.601,180.0,15.826300000000002,0.0,1018.49,Partly cloudy starting in the afternoon.
2006-04-09 03:00:00.000 +0200,Clear,rain,3.838888888888887,2.194444444444446,0.82,6.6332,169.0,15.826300000000002,0.0,1018.18,Partly cloudy starting in the afternoon.
2006-04-09 04:00:00.000 +0200,Clear,rain,2.244444444444444,2.244444444444444,0.91,3.4776000000000002,142.0,14.9086,0.0,1018.29,Partly cloudy starting in the afternoon.
2006-04-09 10:00:00.000 +0200,Clear,rain,12.244444444444444,12.244444444444444,0.52,17.806600000000003,160.0,9.982000000000001,0.0,1018.46,Partly cloudy starting in the afternoon.
2006-04-09 12:00:00.000 +0200,Partly Cloudy,rain,13.983333333333334,13.983333333333334,0.5,20.624100000000002,151.0,9.982000000000001,0.0,1017.86,Partly cloudy starting in the afternoon.
2006-04-09 14:00:00.000 +0200,Partly Cloudy,rain,16.25,16.25,0.43,14.7798,149.0,15.3111,0.0,1016.76,Partly cloudy starting in the afternoon.
2006-04-09 19:00:00.000 +0200,Partly Cloudy,rain,15.088888888888887,15.088888888888887,0.44,9.708300000000001,158.0,9.982000000000001,0.0,1014.16,Partly cloudy starting in the afternoon.
2006-04-09 22:00:00.000 +0200,Partly Cloudy,rain,10.027777777777777,10.027777777777777,0.68,11.1734,138.0,15.826300000000002,0.0,1014.69,Partly cloudy starting in the afternoon.
2006-08-10 11:00:00.000 +0200,Partly Cloudy,rain,21.350000000000005,21.350000000000005,0.76,14.039200000000001,341.0,10.948,0.0,1010.56,Mostly cloudy until night.
2006-08-10 12:00:00.000 +0200,Mostly Cloudy,rain,21.20555555555556,21.20555555555556,0.76,13.9426,340.0,12.042800000000002,0.0,1010.5,Mostly cloudy until night.
2006-08-10 14:00:00.000 +0200,Mostly Cloudy,rain,23.033333333333328,23.033333333333328,0.66,10.2074,333.0,15.3111,0.0,1009.62,Mostly cloudy until night.
2006-08-10 20:00:00.000 +0200,Mostly Cloudy,rain,20.016666666666666,20.016666666666666,0.78,12.2682,329.0,11.4471,0.0,1007.6,Mostly cloudy until night.
2006-08-11 02:00:00.000 +0200,Mostly Cloudy,rain,15.844444444444447,15.844444444444447,0.84,3.5259,315.0,14.9569,0.0,1009.37,Partly cloudy throughout the day.
2006-08-11 05:00:00.000 +0200,Overcast,rain,16.505555555555556,16.505555555555556,0.79,6.9874,307.0,14.9569,0.0,1008.06,Partly cloudy throughout the day.
2006-08-11 12:00:00.000 +0200,Partly Cloudy,rain,23.79444444444444,23.79444444444444,0.54,17.243100000000002,290.0,11.270000000000001,0.0,1007.95,Partly cloudy throughout the day.
2006-08-12 01:00:00.000 +0200,Mostly Cloudy,rain,15.627777777777778,15.627777777777778,0.81,3.3649,299.0,15.826300000000002,0.0,1009.69,Mostly cloudy until night.
2006-08-12 02:00:00.000 +0200,Mostly Cloudy,rain,16.211111111111112,16.211111111111112,0.93,4.2182,279.0,14.715400000000002,0.0,1007.41,Mostly cloudy until night.
2006-08-12 05:00:00.000 +0200,Mostly Cloudy,rain,15.605555555555558,15.605555555555558,0.81,3.7191000000000005,327.0,14.9569,0.0,1009.37,Mostly cloudy until night.
2006-08-12 19:00:00.000 +0200,Mostly Cloudy,rain,19.95,19.95,0.7,16.1644,190.0,11.0768,0.0,1006.32,Mostly cloudy until night.
2006-08-13 20:00:00.000 +0200,Overcast,rain,17.955555555555552,17.955555555555552,0.96,3.7835000000000005,89.0,11.0768,0.0,1010.43,Mostly cloudy throughout the day.
2006-08-13 22:00:00.000 +0200,Overcast,rain,17.733333333333334,17.733333333333334,0.93,10.6099,130.0,11.9784,0.0,1009.92,Mostly cloudy throughout the day.
2006-08-14 05:00:00.000 +0200,Overcast,rain,15.555555555555555,15.555555555555555,0.96,5.8121,224.0,6.5849,0.0,1010.86,Mostly cloudy until night.
2006-08-14 07:00:00.000 +0200,Partly Cloudy,rain,16.116666666666664,16.116666666666664,0.93,9.3541,210.0,5.9731000000000005,0.0,1011.39,Mostly cloudy until night.
2006-08-14 15:00:00.000 +0200,Partly Cloudy,rain,23.86666666666666,23.86666666666666,0.54,10.867500000000001,209.0,11.270000000000001,0.0,1013.22,Mostly cloudy until night.
2006-08-14 19:00:00.000 +0200,Partly Cloudy,rain,20.85555555555556,20.85555555555556,0.7,4.588500000000001,148.0,11.270000000000001,0.0,1012.28,Mostly cloudy until night.
2006-08-15 04:00:00.000 +0200,Mostly Cloudy,rain,16.094444444444445,16.094444444444445,0.96,6.0053,338.0,14.9086,0.0,1013.21,Partly cloudy until evening.
2006-08-15 08:00:00.000 +0200,Partly Cloudy,rain,18.65555555555555,18.65555555555555,0.85,7.3738,223.0,10.3523,0.0,1014.13,Partly cloudy until evening.
2006-08-15 21:00:00.000 +0200,Partly Cloudy,rain,17.288888888888888,17.288888888888888,0.87,3.1073,63.0,9.982000000000001,0.0,1015.58,Partly cloudy until evening.
2006-08-16 00:00:00.000 +0200,Partly Cloudy,rain,15.072222222222223,15.072222222222223,0.93,2.2862,98.0,15.826300000000002,0.0,1015.99,Partly cloudy throughout the day.
2006-08-16 02:00:00.000 +0200,Partly Cloudy,rain,17.84444444444445,17.84444444444445,0.8,12.332600000000001,136.0,14.9569,0.0,1012.82,Partly cloudy throughout the day.
2006-08-16 14:00:00.000 +0200,Partly Cloudy,rain,27.738888888888894,27.355555555555554,0.39,14.6349,140.0,10.4006,0.0,1014.11,Partly cloudy throughout the day.
2006-08-16 19:00:00.000 +0200,Mostly Cloudy,rain,23.977777777777774,23.977777777777774,0.54,7.985600000000001,121.0,9.982000000000001,0.0,1012.46,Partly cloudy throughout the day.
2006-08-17 18:00:00.000 +0200,Clear,rain,30.022222222222226,30.705555555555552,0.48,11.0768,162.0,9.982000000000001,0.0,1011.45,Partly cloudy until morning.
2006-08-18 00:00:00.000 +0200,Clear,rain,21.550000000000004,21.550000000000004,0.81,6.391700000000001,152.0,15.826300000000002,0.0,1012.66,Partly cloudy starting overnight continuing until night.
2006-08-18 03:00:00.000 +0200,Partly Cloudy,rain,19.86111111111111,19.86111111111111,0.88,13.491800000000001,140.0,15.826300000000002,0.0,1012.38,Partly cloudy starting overnight continuing until night.
2006-08-18 07:00:00.000 +0200,Mostly Cloudy,rain,19.91111111111111,19.91111111111111,0.87,10.996300000000002,150.0,9.8049,0.0,1012.85,Partly cloudy starting overnight continuing until night.
2006-08-18 09:00:00.000 +0200,Clear,rain,24.95,24.95,0.69,16.0195,180.0,9.9015,0.0,0.0,Partly cloudy starting overnight continuing until night.
2006-08-18 12:00:00.000 +0200,Mostly Cloudy,rain,27.96666666666667,29.627777777777776,0.62,16.0034,170.0,9.982000000000001,0.0,1013.21,Partly cloudy starting overnight continuing until night.
2006-08-18 21:00:00.000 +0200,Partly Cloudy,rain,22.916666666666668,22.916666666666668,0.73,8.05,211.0,9.982000000000001,0.0,1014.17,Partly cloudy starting overnight continuing until night.
2006-08-18 22:00:00.000 +0200,Partly Cloudy,rain,23.383333333333336,23.383333333333336,0.73,6.7298,211.0,15.826300000000002,0.0,1014.58,Partly cloudy starting overnight continuing until night.
2006-08-19 08:00:00.000 +0200,Clear,rain,23.600000000000005,23.600000000000005,0.74,7.921200000000001,243.0,10.3523,0.0,1017.88,Partly cloudy starting in the afternoon continuing until night.
2006-08-19 11:00:00.000 +0200,Clear,rain,28.79444444444444,29.366666666666667,0.5,15.906800000000002,230.0,9.982000000000001,0.0,1018.19,Partly cloudy starting in the afternoon continuing until night.
